Date,Hour,Custom dimension 2,Custom dimension 10,Custom dimension 5,Custom dimension 3,Total events
2018-11-10,21,5852082475001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-10,21,5856802670001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,4
2018-11-10,21,5857070797001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-10,21,5859051683001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-10,21,5859077325001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-10,21,5859106734001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-10,21,5859109150001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Hawks 2018-11-07,3
2018-11-10,21,5859171641001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-10,21,5859414282001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-10,21,5860209627001,Segment,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-10,21,5860432677001,Highlight Clip,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-10,21,5860432677001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-10,21,5860444090001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,6
2018-11-10,21,5860448389001,Coach Interview,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-10,21,5860448389001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,3
2018-11-10,21,5860449577001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,2
2018-11-10,21,5860450711001,Segment,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,3
2018-11-10,21,5860450711001,Segment,Bill Pidto,Knicks at Raptors 2018-11-10,1
2018-11-10,21,5860452723001,Coach Interview,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-10,21,5860453981001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-10,22,5712108620001,Segment,Bill Pidto,Knicks at Nets 2018-01-15,1
2018-11-10,22,5852082475001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-10,22,5856802670001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,3
2018-11-10,22,5859109150001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Hawks 2018-11-07,2
2018-11-10,22,5859587662001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-10,22,5859643677001,Highlight Clip,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-10,22,5860151808001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-10,22,5860203099001,Coach Interview,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-10,22,5860203099001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-10,22,5860209627001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-10,22,5860403402001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-10,22,5860414792001,Highlight Clip,Rebecca Haarlow,Knicks at Raptors 2018-11-10,2
2018-11-10,22,5860432677001,Highlight Clip,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,3
2018-11-10,22,5860444090001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,5
2018-11-10,22,5860448389001,Coach Interview,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,3
2018-11-10,22,5860448389001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,3
2018-11-10,22,5860449577001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,2
2018-11-10,22,5860450711001,Segment,Bill Pidto,Knicks at Raptors 2018-11-10,1
2018-11-10,22,5860452723001,Coach Interview,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-10,22,5860452723001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,4
2018-11-10,23,5852082475001,Highlights Analysis,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-10,23,5856802670001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,2
2018-11-10,23,5856802670001,Highlights Analysis,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-10,23,5857584689001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Wizards 2018-11-04,1
2018-11-10,23,5860190808001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-10,23,5860432677001,Coach Interview,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-10,23,5860432677001,Highlight Clip,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-10,23,5860444090001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,3
2018-11-10,23,5860444090001,Highlights Analysis,Rebecca Haarlow,Knicks at Raptors 2018-11-10,2
2018-11-10,23,5860448389001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,2
2018-11-10,23,5860449577001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-10,23,5860452723001,Coach Interview,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-10,23,5860453981001,Player Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-10,23,5860463831001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,0,5859109150001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Hawks 2018-11-07,1
2018-11-11,0,5860154585001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,0,5860213139001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,0,5860444090001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,3
2018-11-11,0,5860448389001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,0,5860450711001,Segment,Bill Pidto,Knicks at Raptors 2018-11-10,1
2018-11-11,0,5860452723001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,1,5852082475001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,1,5856802670001,Highlight Clip,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,1,5856802670001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,1,5856802670001,Highlights Analysis,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,1,5856802670001,Player Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,1,5859109150001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Hawks 2018-11-07,1
2018-11-11,1,5860414792001,Highlight Clip,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,1,5860432677001,Highlight Clip,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,1,5860444090001,Highlight Clip,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,1,5860444090001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,1,5860444090001,Highlights Analysis,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,1,5860448389001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,1,5860449577001,Highlights Analysis,Rebecca Haarlow,Knicks at Raptors 2018-11-10,2
2018-11-11,1,5860450711001,Segment,Bill Pidto,Knicks at Raptors 2018-11-10,1
2018-11-11,1,5860452723001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,2
2018-11-11,1,5860453981001,Player Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,2,5859106734001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,2,5859109150001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Hawks 2018-11-07,2
2018-11-11,2,5860444090001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,2,5860444090001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,2,5860448389001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,2
2018-11-11,2,5860449577001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,3,5860444090001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,3,5860518804001,Report,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,4,5856802670001,Report,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,4,5860444090001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,4,5860449577001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,4,5860518804001,Report,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,2
2018-11-11,5,5856802670001,Player Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,5,5859659866001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,5,5860151808001,Coach Interview,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,5,5860448389001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,2
2018-11-11,5,5860452723001,Coach Interview,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,5,5860453981001,Player Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,6,5859109150001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Hawks 2018-11-07,2
2018-11-11,6,5860448389001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,6,5860452723001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,7,5856802670001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,7,5859414282001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,7,5859587662001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,7,5859599921001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,7,5859631395001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,7,5860414792001,Highlight Clip,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,7,5860418410001,Feature,Rebecca Haarlow,Knicks at Raptors 2018-11-10,2
2018-11-11,7,5860432677001,Highlight Clip,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,7,5860444090001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,2
2018-11-11,7,5860444090001,Highlights Analysis,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,7,5860448389001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,4
2018-11-11,8,5667874917001,Segment,Bill Pidto,Knicks at Pacers 2017-12-04,1
2018-11-11,8,5856802670001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,8,5859109150001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Hawks 2018-11-07,1
2018-11-11,8,5860444090001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,8,5860448389001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,8,5860449577001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,8,5860450711001,Segment,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,8,5860518804001,Report,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,9,5856802670001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,2
2018-11-11,9,5859109150001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Hawks 2018-11-07,2
2018-11-11,9,5860403402001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,9,5860444090001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,2
2018-11-11,10,5850138115001,Feature,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-11-11,10,5850147582001,Highlight Clip,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-11-11,10,5850152779001,Highlights Analysis,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-11-11,10,5850170559001,Player Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-11-11,10,5856802670001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,2
2018-11-11,10,5856802670001,Player Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-11-11,10,5856802670001,Report,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,2
2018-11-11,10,5859109150001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Hawks 2018-11-07,1
2018-11-11,10,5860444090001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,10,5860448389001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,10,5860449577001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,10,5860452723001,Coach Interview,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,10,5860518804001,Report,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,4
2018-11-11,11,5856802670001,Report,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,11,5859109150001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Hawks 2018-11-07,4
2018-11-11,11,5860202577001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,11,5860448389001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,2
2018-11-11,11,5860449577001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,11,5860452723001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,11,5860499941001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,11,5860518804001,Report,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,12,5860133096001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,12,5860418410001,Feature,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,12,5860432677001,Highlight Clip,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,12,5860444090001,Highlights Analysis,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,12,5860448389001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,5
2018-11-11,12,5860449577001,Highlights Analysis,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,12,5860452723001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,12,5860499941001,Feature,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,12,5860518804001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,13,5859109150001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Hawks 2018-11-07,1
2018-11-11,13,5859414282001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,13,5860448389001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,13,5860450711001,Segment,Bill Pidto,Knicks at Raptors 2018-11-10,1
2018-11-11,13,5860453981001,Segment,Bill Pidto,Knicks at Raptors 2018-11-10,1
2018-11-11,14,5667874917001,Segment,Bill Pidto,Knicks at Pacers 2017-12-04,1
2018-11-11,14,5856802670001,Report,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,14,5859109150001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Hawks 2018-11-07,3
2018-11-11,14,5860209627001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,14,5860403402001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,14,5860448389001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,14,5860450711001,Segment,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,14,5860452723001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,14,5860518804001,Report,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,15,5856802670001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,15,5858064298001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Bulls 2018-11-05,1
2018-11-11,15,5859109150001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Hawks 2018-11-07,1
2018-11-11,15,5860444090001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,15,5860444090001,Highlights Analysis,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,15,5860448389001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,15,5860449577001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,15,5860450711001,Segment,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,15,5860452723001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,16,5856802670001,Highlights Analysis,Rebecca Haarlow,Knicks at Raptors 2018-11-10,2
2018-11-11,16,5856802670001,Report,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,16,5859109150001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Hawks 2018-11-07,1
2018-11-11,16,5860097732001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,16,5860414792001,Highlight Clip,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,16,5860444090001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,16,5860444090001,Highlights Analysis,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,16,5860448389001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,2
2018-11-11,16,5860518804001,Report,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,17,5856802670001,Player Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,17,5859109150001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Hawks 2018-11-07,1
2018-11-11,17,5860097732001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,17,5860151808001,Highlight Clip,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,17,5860414792001,Highlight Clip,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,17,5860432677001,Highlight Clip,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,17,5860444090001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,17,5860448389001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,2
2018-11-11,17,5860449577001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,17,5860450711001,Segment,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,17,5860453981001,Player Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,18,5856802670001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,18,5856802670001,Report,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,18,5859109150001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Hawks 2018-11-07,1
2018-11-11,18,5860432677001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,18,5860448389001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,3
2018-11-11,18,5860453981001,Player Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,18,5860505584001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,18,5860518804001,Report,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,19,5856802670001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,3
2018-11-11,19,5859109150001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Hawks 2018-11-07,1
2018-11-11,19,5859643677001,Highlight Clip,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,19,5860202577001,Segment,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,19,5860209665001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,19,5860209665001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,19,5860414792001,Highlight Clip,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,19,5860418410001,Feature,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,19,5860432677001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,19,5860432677001,Highlight Clip,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,19,5860444090001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,3
2018-11-11,19,5860444090001,Highlights Analysis,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,19,5860448389001,Coach Interview,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,19,5860448389001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,2
2018-11-11,19,5860449577001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,19,5860449577001,Highlights Analysis,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,19,5860450711001,Segment,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,2
2018-11-11,19,5860452723001,Coach Interview,Rebecca Haarlow,Knicks at Raptors 2018-11-10,1
2018-11-11,19,5860518804001,Report,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,20,5844062836001,Highlights Analysis,Rebecca Haarlow,Knicks at Nets 2018-10-03,1
2018-11-11,20,5844070704001,Highlight Clip,Rebecca Haarlow,Knicks at Nets 2018-10-03,1
2018-11-11,20,5844076785001,Highlight Clip,Rebecca Haarlow,Knicks at Nets 2018-10-03,1
2018-11-11,20,5844076823001,Highlights Analysis,Rebecca Haarlow,Knicks at Nets 2018-10-03,1
2018-11-11,20,5844088442001,Highlights Analysis,Rebecca Haarlow,Knicks at Nets 2018-10-03,1
2018-11-11,20,5844098657001,Player Interview,Rebecca Haarlow,Knicks at Nets 2018-10-03,1
2018-11-11,20,5859109150001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Hawks 2018-11-07,3
2018-11-11,20,5860403402001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Raptors 2018-11-10,1
2018-11-11,20,5860444090001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,2
2018-11-11,20,5860448389001,Coach Interview,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Raptors 2018-11-10,2
